title;source_document_url;type;name;uuid;language;published_at;length
Kvalitetssikring av Norges Fotballforbunds søknad om statlige tilskudd og garantier til søknad om EM i fotball for herrer 2016;https://www.regjeringen.no/no/dokumenter/kvalitetssikring-av-norges-fotballforbun/id588011/;KVU/KS1/KS2;Holte Consulting|Econ Pöyry;936fa63c-6b43-4ef9-8c4e-d8df015bcdef;nob;2009-12-08 00:00:00;458301
Democracy Support through the United Nations;;Evaluering;Scanteam;9370df2a-5943-4ac4-8cbf-884261495798;eng;2010-01-01 00:00:00;409532
"Rapport - ""Retten til å bestemme over eget liv""";https://www.imdi.no/contentassets/f14c327155b34819906c73814d06bc22/arbeid-med-handlingsplan-mot-negativ-sosial-kontroll-tvangsekteskap-og-kjonnslemlestelse-i-2017.pdf;Statusrapport;Integrerings- og mangfoldsdirektorat|Integrerings- og mangfoldsdirektorat (IMDi)|IMDi;937809e8-d764-4c50-83e3-9c16228839f1;no;2018-01-01 20:16:59;73233
Stemmerett for 16-åringer;https://www.regjeringen.no/globalassets/upload/kmd/komm/rapporter/rapport_stemmerett_for_16-aaringer.pdf;Evaluering;Institutt for samfunnsforskning;93826868-8962-4a5a-986a-713a93a3939c;no;2014-01-16 00:00:00;602190
Country Evaluation Brief: Ghana ;;Evaluering;Particip;93835b3d-bc81-4c77-b276-bed84416944d;eng;2020-01-01 00:00:00;75276
"Riksrevisjonens gjennomgåelse og vurdering av antegnelsene til statsregnskapene for 1999–2000 desidert ""til observasjon"" og en oppfølging av forvaltningsrevisjoner behandlet av Stortinget";;Riksrevisjonsrapport;Riksrevisjonen;9388e3f2-67c7-4dd4-ba86-75ac6a10f6b2;nob;2002-01-01 00:00:00;111982
E-initiativ;;Evaluering;Norsk institutt for by- og regionforskning|Høgskolen i Vestfold ;938f182f-942a-4393-8432-a52cffcf6271;nob;2008-01-01 00:00:00;132585
Begjæringer og gjennomførte utkastelser;;Evaluering;Husbanken|Den Norske Stats Husbank|Husbanken - hovedkontoret;939ed365-70b0-445f-9864-598eba7a6678;nob;2006-01-01 00:00:00;114414
Kartlegging av nyere fraksjoner av farlig avfall i bygg;;Evaluering;Norconsult;93a26050-1e52-4ad1-b2cc-999374f0b344;nob;2010-01-01 00:00:00;180240
Grenseregulering, servicekontor og politiråd i Hordaland;;Evaluering;AGENDA Kaupang;93a65e7b-fb97-40c3-bf5b-6fffbe3e2ab4;nob;2010-01-01 00:00:00;92920
Review of the project: Establishing a Centre for Biodiversity Policy and Law in India;;Evaluering;Internasjonal evalueringskomité;93a7ce4c-f130-4e50-9438-2f02b4aa0137;eng;2019-01-01 00:00:00;94013
Institusjonsplassering – siste utvei?;;Evaluering;Forskningsstiftelsen fafo|Fafo;93a9b125-7d8c-4f23-8e84-f934baaa89aa;nob;2011-01-01 00:00:00;874444
Evaluering av informasjon, opplæring og brukerstøtte knyttet til EVA i stortingsvalget 2013;https://www.regjeringen.no/contentassets/7538a485682746af84a2a9762a3d69d9/rapport_stortingsvalg2013_oslo_economics.pdf;Evaluering;Oslo Economics;93d5385d-de4a-4abe-b7a3-1f9490b39876;no;2015-01-20 20:07:05;138934
Riksrevisjonens undersøkelse av ikt-forvaltningen i straffesakskjeden;;Riksrevisjonsrapport;Riksrevisjonen;93d7cf3c-5a5a-4e50-a44a-dde8f50feb6e;nob;2012-01-01 00:00:00;162231
Prisutjevning melk;;Evaluering;Norsk institutt for landbruksøkonomisk forskning;93e0a1bc-f0a0-4e2d-ba48-5e108d491aeb;nob;2009-01-01 00:00:00;0
Regionråd i Norge;https://www.regjeringen.no/contentassets/1f731edef768424bbf566ab3ffc316d3/rapport-regionrad-i-norge.pdf;Kartlegging;NIVI;93ef9957-d5bf-42f5-bb74-13084a0acea5;no;2018-12-04 20:11:16;84477
Evaluation of the Social Sciences in Norway;;Evaluering;Evalueringskomité/Utvalg;93f11c3c-5dac-430b-800d-12a6362db228;eng;2018-01-01 00:00:00;608578
Å forebygge frafall i videregående opplæring - en klyngerandomisert evaluering av IKO-modellen;;Evaluering;OsloMet - storbyuniversitetet;9401eb9a-bfbf-480e-878d-51c3e3b569a7;nob;2019-01-01 00:00:00;264509
Karriereveiledning i Nordland;;Evaluering;Norsk institutt for by- og regionforskning;9404c888-70de-4d81-b9b2-ce0cf24c4d43;nob;2007-01-01 00:00:00;293528
Fornuftige følelser?;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;941a3824-76d8-493e-bf97-daca32fce1cf;nob;2011-01-01 00:00:00;59795
Sprell levende;;Evaluering;Oxford Research;941b8ce2-2f7e-4f62-b1ab-091399629c9e;nob;2010-01-01 00:00:00;128539
Norway’s participation in the EU framework programmes for research and innovation;https://www.regjeringen.no/contentassets/c76f4ab91fa34f03b6a9eb7811af2bd1/impact-evaluation-fp-soa-technopolis-2020.pdf;Evaluering;Samfunnsøkonomisk analyse;942a5a23-10ee-4708-8add-31e1ad80b5ec;en;2020-03-20 20:11:02;627129
En armlengdes avstand eller statens forlengede arm?;;Evaluering;Telemarksforsking Bø;943441f5-6b7e-4b17-a6d7-e86959acad84;nob;2013-01-01 00:00:00;174877
Evaluering av INTSOK og INTPOW;;Evaluering;MENON Business Economics;9436a4c3-2b99-4b52-bd05-9285f7d8bd39;nob;2013-01-01 00:00:00;144364
Yrkesdeltaking på lang sikt blant ulike innvandrergrupper i Norge ;;Evaluering;Frischsenteret;943a8b82-8d71-4a69-b8a9-95382e82acc2;nob;2011-01-01 00:00:00;55874
Behov for kommunalt disponerte utleieboliger;;Evaluering;Rambøll;943d45fa-37d0-49d4-bc86-02d601eeb878;nob;2016-01-01 00:00:00;61580
Direktoratet for mineralforvaltning;;Evaluering;PricewaterhouseCoopers;9464b2b6-00c9-43f0-bec6-879399c39cbe;nob;2012-01-01 00:00:00;191827
Utredning om det strafferettslige diskrimineringsvernet;https://www.regjeringen.no/contentassets/c376779b24384202a4abf97e931454e2/utredning-av-det-strafferettslige-diskrimineringsvernet.pdf;Forhåndsutredning;Barne- og familiedepartementet|Barne- og likestillingsdepartementet|Barne-, likestillings- og inkluderingsdepartementet|BFD;94910bcc-3fc7-44cb-b1cc-d0cde13caf3b;no;2016-11-16 20:07:59;255921
Brukerundersøkelse av LEXIN;;Evaluering;Rambøll Management Consulting ;94a083c7-dfbc-469b-bf01-e1a326fb0093;nob;2012-01-01 00:00:00;206515
Country Evaluation Brief: Malawi;;Evaluering;Chr. Michelsens institutt;94a52f30-edc9-4f13-9d67-239d65681598;eng;2017-01-01 00:00:00;68976
Evaluering av stipend for høyere utdanning ;;Evaluering;PROBA Samfunnsanalyse|Konsulentselskapet Noodt & Reiding;94dba3c7-e5d2-4575-b788-ff19d73ce722;nob;2016-01-01 00:00:00;147511
Drivere bak investeringer i norske kommuner;;Evaluering;Senter for økonomisk forskning (SØF);94de2078-c63a-42c5-a274-482e26bf6a85;nob;2020-01-01 00:00:00;182702
Riksrevisjonens undersøkelse av såkornfondenes resultater;;Riksrevisjonsrapport;Riksrevisjonen;94e8a354-1e98-4429-a6ff-72de5ce3b155;nob;2016-01-01 00:00:00;167909
Tid for samarbeid? Sluttrapport fra evaluering av implementering av sentral samarbeidsavtale AID - KS;;Evaluering;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;94f0f9ae-f94d-40a6-90ce-b32ec5a1af81;nob;2010-01-01 00:00:00;166777
Nye Trøndelag;https://www.regjeringen.no/contentassets/dcb1eaad5efb4ffba24a8bfdab30f1d9/rapport_nye_trondelag_tf_del_010618.pdf;Evaluering;Telemarksforsking |Deloitte;94f6774f-81a5-422a-bd3b-fca4d02e996b;no;2018-06-05 20:10:52;231118
Gjennomgang av Toll- og avgiftsetatens IKT-område : sluttrapport;;Evaluering;Det Norske Veritas ;94fdf6aa-42af-43c3-8fb2-875699c6e52f;nob;2013-01-01 00:00:00;101941
Evaluering av forsterket avdeling;;Evaluering;Agenda utredning & utvikling;95055ab5-8f57-4b3a-85c9-87a3072986f5;nob;2007-01-01 00:00:00;138413
Evaluering av de nasjonale sentrene i opplæringen;;Evaluering;Nordisk institutt for studier av innovasjon, forskning og utdanning (NIFU);95067e75-695d-4437-9600-80c67bf9a26f;nob;2014-01-01 00:00:00;427025
Riksrevisjonens undersøkelse av omstillingen i forsvarssektoren;;Riksrevisjonsrapport;Riksrevisjonen;9509aa25-d322-483e-bcb6-8c46d8a62a3f;nob;2009-01-01 00:00:00;291370
NGU;;Evaluering;Knut Røe ;953e1714-8456-446b-b4b6-d28fa944c837;nob;2004-01-01 00:00:00;24599
"Kartlegging av
brønnkontrollkompetanse
innenfor bore- og
brønnindustrien";https://www.ptil.no/contentassets/19ea342870f64531a682f00b4f7fc840/kartlegging-av-bronnkontrollkompetanse-rev-1.pdf;Evaluering;DNV GL;95401bfe-f943-4bc9-9030-a436da672fe2;no;2020-01-01 20:15:23;74449
"""Det er litt sånn at veien blir til mens en går""";;Evaluering;[NTNU]|NTNU. Institutt for voksnes læring og rådgivningsvitenskap (IVRI)|NTNU|Norges teknisk-naturvitenskapelige universitet|Norges teknisk-naturvitenskapelige universitet. Forskningsenheten Voksne i livslang læring|C. Langås/NTNU|NTNU samfunnsforskning|Norges teknisk-naturvitenskapelige universitet, Fakultet for naturvitenskap og teknologi|A. Lindholm/NTNU|Norges teknisk-naturvitenskapelige universitet, Institutt for kjemi|Norges teknisk-naturvitenskapelige universitet (NTNU)|NTNU. Institutt for konstruksjonsteknikk|NIBR, NTNU;954f4a9f-a65e-4df2-83f8-604b1b11602d;nob;2011-01-01 00:00:00;349199
Spørsmål til Skole-Norge våren 2014;;Evaluering;NIFU STEP;955a7f80-85bc-4210-940d-1c3d9dcbbe0b;nob;2014-01-01 00:00:00;214613
Gjennomgang av regelverk knyttet til havbruksinstallasjoner offshore;https://www.fiskeridir.no/Akvakultur/Dokumenter/Rapporter/Gjennomgang-av-regelverk-knyttet-til-havbruksinstallasjoner-offshore/_/attachment/download/c23a6957-76a2-46b5-a994-353977d35c15:d286f5ccc810cac82e53061905b90202da11a97f/Gjennomgang%20av%20regelverk%20knyttet%20til%20havbruksinstallasjoner%20offshore%20-%20Offentlig.pdf;Evaluering;Sjøfartsdirektoratet|Fiskeridirektoratet;955ff456-69e4-43f5-8456-67fd98daf310;no;2017-01-01 20:16:25;74486
Sentralisering og regionforstørring;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;95614b92-8793-41d8-a8f2-e2733a027ea8;nob;2008-01-01 00:00:00;114160
Riksrevisjonens virksomhetsanalyse av Norges sjømatråd;https://www.riksrevisjonen.no/globalassets/rapporter/no-2019-2020/virksomhetsanalysenorgessjomatrad.pdf;Riksrevisjonsrapport;Riksrevisjonen;957006d5-950a-46cb-8148-dfccca2bc28c;no;2019-11-22 17:09:49;115693
Evaluering av arbeid med implementering av et nasjonalt kartleggingsverktøy KIS;;Evaluering;Rambøll Management Consulting ;957f07fb-e4d9-4f41-9fdb-ba2153f889e8;nob;2007-01-01 00:00:00;201258
"Forvaltning av 
strandsonen ";https://www.regjeringen.no/contentassets/1c5d3a08dc70454aac7271e63d4e934e/nibr_nmbu_evaluering_differensiert_strandsone.pdf;Evaluering;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);958ba1f9-e38a-4ea1-b3c6-e7dc554c89aa;no;2015-05-26 20:07:02;101032
Ringer i Vannet. NHO-bedriftenes bidrag til økt arbeidsinkludering;;Evaluering;Forskningsstiftelsen fafo|Fafo;95b95361-d2d6-4e89-bdd4-01c9755b3530;nob;2015-01-01 00:00:00;148538
Forblir i jobb;;Evaluering;Arbeidsforskningsinstituttet|NIFU STEP|Oxford Research AS;95c35c86-50c6-4937-a220-cd7f26b88e93;nob;2010-01-01 00:00:00;336772
Arbeidsmiljøteknologi - Teknologi knyttet til håndtering av oljebasert boreslam;https://www.ptil.no/contentassets/55a6689627e44f3fae2ff47187a65840/proactima---boreslamteknologi-og-arbeidsmiljo-2019..pdf;Evaluering;Proactima;95c47ffb-80f0-4f90-ae73-0ca806d926c3;no;2019-01-01 20:19:11;54935
Den nye arbeidsplassen : arbeid, helse og deltagelse i det nye arbeidslivet;;Evaluering;Rogalandsforskning;95cafa62-3749-4aef-a8ba-3f7747a53b46;nob;2005-01-01 00:00:00;49463
Innbyggerundersøkelsen 2017 - Hva mener brukerne?;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport_2017_7_innbyggerundersokelsen_2017_hva_mener_brukerne_0.pdf;Kartlegging;Direktoratet for forvaltning og IKT (DIFI)|Difi|Kantar;95cbfb5f-df3e-478d-91f5-0d535386a1b5;no;2017-01-01 20:14:49;130002
Læringsnettverk og innovasjon i kommunene;https://www.regjeringen.no/contentassets/31bb498e8f7c4f6fb66ccfe4bc45f354/faforapport_laeringsnettverk_innovasjon_kommunene.pdf?id=2218473;Evaluering;Forskningsstiftelsen fafo|Fafo;95cce8e7-8e58-4f93-9a0b-bbb4aae39900;no;2014-02-03 00:00:00;439003
Reduksjon av klimautslipp fra skipsfarten;https://www.regjeringen.no/contentassets/19a6013fb82c4238bbbb173fab872fcc/reduksjon_av_klimautslipp_fra_skipsfarten_160318_dnv_gl_2016_0150.pdf;Forhåndsutredning;DNV GL;95eba051-29cc-4048-a020-7e25a3dae8ad;no;2016-03-18 20:08:35;177397
An evaluation of the potential for GPFG to achieve above average returns from investments in private equity and recommendations regarding benchmarking;;Evaluering;Konsulenter;95f8d8ec-4e4a-402c-8f9e-c73b2a5de21d;eng;2011-01-01 00:00:00;205004
Økonominytt nr. 12/2017;https://www.regjeringen.no/contentassets/13d3b02d2af7494b9ed32cbb05aad400/okonominytt---2017-12-november.pdf;Statusrapport;EU-delegasjonen;960f63cb-9115-4f1a-ba80-def0c20f9759;no;2017-11-27 20:08:46;79912
Brukerbasert evaluering av det kommunale tjenestetilbudet for barn og unge med psykiske vansker 2004-2007;;Evaluering;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;961e1451-9230-404b-8005-1d40a4dc6978;nob;2008-01-01 00:00:00;0
Effects of immigration policies on immigration to Norway 1969-2010;;Evaluering;Statistisk sentralbyrå (SSB);96381014-869c-4aa3-a7e8-99f42ecb6cd3;nob;2011-01-01 00:00:00;168844
Eksperters erfaringer og synspunkter om oppfølging av sykmeldte og Raskere-tilbake ordningen;;Evaluering;Høgskolen i Oslo og Akershus|International Research Institute of Stavanger (IRIS);963e1967-8c2a-4ed5-aa91-b3501cc4903e;nob;2013-01-01 00:00:00;342668
Assessment of the consumption of HBCDD in EPS and XPS in conjunction with national fire requirements;;Evaluering;Swerea IVF;9646b99d-cb8e-4df0-b7c8-ce19aa7fc97f;eng;2011-01-01 00:00:00;138743
Social science research on energy;;Evaluering;Nordisk institutt for studier av innovasjon, forskning og utdanning (NIFU);9646fa7e-1fc2-463f-8406-9f7305cd60fb;eng;2010-01-01 00:00:00;282838
Fag og fellesskap - Betydningen av Erasmus+ skoleutvekslingspartnerskap;https://hkdir.no/content/download/4663/file/04-2021%20Fag%20og%20fellesskap.pdf;Evaluering;Direktoratet for høyere utdanning og kompetanse (HK-dir)|Ideas2evidence|Direktoratet for høyere utdanning og kompetanse|Hkdir|Hk-dir;9648cff3-63a3-4e11-a2ce-a9270051473d;no;2021-01-01 20:16:45;115544
Evaluering av organiseringen av ABM-utvikling;;Evaluering;Statskonsult;964ceea1-8d2c-49a8-83b7-e0d3a5715696;nob;2006-01-01 00:00:00;98285
Små virksomheter, uklar styring;;Evaluering;Statskonsult;964f0091-2bdd-4471-8f9c-2a366b51c5ac;nob;2005-01-01 00:00:00;0
Husbankens bostøtte og kommunenes saksbehandling;;Evaluering;Norsk institutt for by- og regionforskning;967338cc-72fe-4727-a26e-f5eaa0d3c56d;nob;2007-01-01 00:00:00;164131
Undersøkelse av nynorsk som hovedmål;;Evaluering;PROBA Samfunnsanalyse;96740f83-a33f-486e-bedd-640f0f116b70;nob;2014-01-01 00:00:00;229251
Experiences with results-based payments in Norwegian development aid;;Evaluering;Chr. Michelsens institutt;9674a7b6-9de1-4dfd-91da-cf2ada34f30f;eng;2015-01-01 00:00:00;86068
Momskompensasjonsordningens forenklede modell for frivillige organisasjoner;https://www.regjeringen.no/contentassets/96840952ef7745fc97add193a44519fb/mva-kartlegging-kulturdepartementet-2015.pdf;Kartlegging;Deliotte;969890b3-14c1-4b9d-b905-eba115ac59af;no;2015-03-23 20:06:52;160187
NVEs virksomhet for tilsyn med dammer;https://www.regjeringen.no/contentassets/aa57f09844a14766aa89e65516cac8e2/rapport_evaluering_av_nves_damtilsyn.pdf;Evaluering;Norconsult;96a46eed-3d1f-4ac7-8140-09feba04a16c;no;2015-03-26 20:07:04;428482
Utenlandske investeringer i norsk FoU;;Evaluering;NIFU STEP;96b86f17-406f-492e-a967-444fb387d1be;nob;2006-01-01 00:00:00;95860
Utredning: Innstøping av sprinklerrør;https://dibk.no/globalassets/brann-og-konstruksjoner/utredning_innstoping_sprinklerror_.pdf;Forhåndsutredning;Teknologisk institutt;96bce122-b296-4fb2-894a-e8fb1c254620;no;2015-01-01 20:20:11;233176
Evaluering av Kvalitetssystem i landbruket (KSL);;Evaluering;Vestlandsforskning |SNF;96d54d6d-59e4-40ff-b772-79fd0d7161f7;nno;2004-01-01 00:00:00;419548
"Bruk og nytte av
regnskapsinformasjon i styringen";https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/2018/Bruk-og-nytte-av-regnskapsinformasjon-i-styringen-v1.pdf;Kartlegging;Direktoratet for forvaltning og økonomistyring|DFØ|Direktoratet for forvaltning og økonomistyring|DFØ;96d7688a-0d10-4924-9450-b5fcd9be4e65;no;2018-01-01 20:12:52;260009
Tilpasset ekstern kvalitetssikring (KS1) av mulige løsninger for riksveg 19 Moss;https://www.regjeringen.no/contentassets/43474d8cbea440bca492d961786f7502/tilpasset-ks1-rv.-19-moss.pdf;KVU/KS1/KS2;TØI|Dovre Group Consulting;96e6e5e7-8ef8-4cee-98fd-4395aec5eeff;no;2021-02-26 20:11:21;219418
Kvalitet i fag- og yrkesopplæringen;;Evaluering;NIFU STEP;96e9e50b-7ae1-491e-b281-79046509b24b;nob;2015-01-01 00:00:00;868701
Riksrevisjonens undersøking av drift og vedlikehald av vegnettet;;Riksrevisjonsrapport;Riksrevisjonen;96fc1f2f-9d60-4cd5-abd4-c47daf9752d5;nno;2009-01-01 00:00:00;285472
Evaluering av tiltak for næringsrettet design;;Evaluering;Asplan Viak;970eb240-2af1-49ed-8c1f-0a153d2dae4b;nob;2004-01-01 00:00:00;75620
Evalueringsrapport National Substance Abuse Programme NSAP;;Evaluering;Kriminalomsorgens utdanningssenter|Kompetansesenteret for sikkerhets-, fengsels- og rettspsykiatri for helseregion Sør-Øst;97177e74-319f-4372-91fa-93a2194d344e;nob;2010-01-01 00:00:00;172430
Migrasjon, foreldreskap og sosial kontroll;https://www.imdi.no/contentassets/44fb73a7be5b43dcb9c5725b73823e65/migrasjon-foreldreskap-og-sosial-kontroll.pdf;Studie;Forskningsstiftelsen fafo|Fafo;9735e535-6748-4181-80c5-29643d98248c;no;2019-01-01 20:16:11;368686
Tertialrapport 2/2020;https://www.nkom.no/rapporter-og-dokumenter/tertialrapport-2-2020/_/attachment/download/3fa40494-ac1f-47fd-8357-61d6ab438d47:acb20761e0fa0a33fd51e1891a2e48e51dcffafb/Tertialrapport%202%202020%20-%20Nkom.pdf;Statusrapport;Nkom|Nasjonal kommunikasjonsmyndighet;973798d5-f202-42e7-bd8a-77a1fce5a846;no;2020-01-01 20:17:56;59381
Ex post evaluation of the PovPeace programme;;Evaluering;Oxford Research;973e3bad-bee3-438d-aeb0-1f72edbb8485;eng;2015-01-01 00:00:00;165139
Konseptvalgutredning;;KVU/KS1/KS2;"Statens vegvesen|Statens vegvesen Vestfold|Statens vegvesen Buskerud|Statens vegvesen Vegdirektoratet|Statens vegvesen. Vegdirektoratet|Statens vegvesen Vest-Agder|Statens vegvesen. Nord-Trøndelag|Statens vegvesen Region midt|Staten vegvesen|Statens vegvesen. Hordaland vegkontor|Statens vegvesen. Region øst|Statens vegvesen. Møre og Romsdal ; Vegdirektoratet|Statens vegvesen. Region vest|Statens vegvesen Telemark|Vegdirektoratet ; Statens vegvesen. Vestfold|ITA-arbeidsgruppen ""Helse og sikkerhet""|Statens vegvesen Buskerud, Vestfold og Telemark|Statens vegvesens|Statens vegvesen Østfold|Statens vegvesen ... [et al.]|NTNU ; Statens vegvesen|Statens vegvesen. Region nord|Statens vegvesen. Akershus|Statens vegvesen Region øst|Statens vegvesen, Region vest|Statens vegvesen, Region nord|Statens vegvesen, Region sør|Statenes vegvesen Region midt |Vegvesenet|Statens vegvesen. Region sør|PROSAM / Statens vegvesen. Region Øst|[Statens vegvesen]|Statens vegvesen. Aust-Agder|Statens vegvesen. Sogn og Fjordane|Statens vegvesen. Region midt|Statens vegvesen/Norwegian Public Road Administration (NPRA)|Statens vegvesen Oslo vegkontor";975e0501-8360-4a7e-b559-ad7564067922;nob;2011-01-01 00:00:00;100908
Myndighetstilsyn eller kyndighetstilsyn? : en studie av endringer i Helsetilsynets rolleutforming og rolleutøvelse i perioden 1994 - 2005;;Evaluering;Universitetet i Bergen, Institutt for administrasjon og organisasjonsvitenskap;97719630-bea3-4329-a066-54ea1f539383;nob;2007-01-01 00:00:00;383995
Utredning av forretningsmodeller for realisering av ByggNett;https://dibk.no/globalassets/byggnett/byggnett_rapporter/dibk_forretningsmodellrapport_web_260214.pdf;Forhåndsutredning;Holte Consulting|Bekk;9772d2ce-969d-4f24-849b-73cd455ba9da;no;2014-01-01 20:16:48;106073
Studiebarometeret 2019: Dokumentasjonsrapport;https://www.nokut.no/globalassets/studiebarometeret/2020/hoyere-utdanning/studiebarometeret-2019_dokumentasjonsrapport_2-2020.pdf;Statusrapport;Nasjonalt organ for kvalitet i utdanningen|NOKUT;97aa9442-0942-483a-b2a5-ec5ddfe42c98;no;2020-01-01 20:18:00;97868
