title,source_document_url,type,uuid,language,published_at,evaluation_type,sector,series,series_number,datainnsamling 1,datainnsamling 2,datainnsamling 3,datainnsamling 4,datainnsamling 5,method,length
"Sykmelding, gradert sykmelding og forløpet tilbake til jobb",,Evaluering,5db20a6d-9ac5-47d9-b5ad-dea4db0eee84,nob,2010,Tidsuavhengig evaluering,Arbeid og velferd,,,Statistikk,,,,,Utvidede statistiske modeller for forløpsanalyser (flertilstandsmodeller),74672
Mer enn penger,,Evaluering,5db5904b-f546-4028-b674-e483f951bf55,nob,2017,Underveisevaluering,"Kultur, fritid og livssyn",,,Intervju,Dokumentstudier,,,,,173669
Den norske bostøtten,,Evaluering,5dc8e44d-e3f4-4904-92f2-683ddb9598f4,nob,2011,Etterevaluering,Bolig og eiendom,NOVA-rapport,feb.11,Intervju,Dokumentstudier,,,,,273042
Evaluering av Husbankens tilskudd til kommuale utleieboliger,,Evaluering,5dcd533e-edf2-4fac-ad01-e2616f3b497c,nob,2011,Tidsuavhengig evaluering,Bolig og eiendom,NIBR-rapport,33/2011,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,227451
Country Evaluation Brief: Haiti,,Evaluering,5dcf09b6-9f69-46e5-98e1-c0b779659e72,eng,2018,Etterevaluering,Internasjonalt,Rapport,mar.18,Dokumentstudier,,,,,,67227
Country Evaluation Brief: Mali,,Evaluering,5dd59f62-34d7-4eb6-9eda-ac18f6bb4216,eng,2018,Etterevaluering,Internasjonalt,Rapport,jun.18,Dokumentstudier,,,,,,70644
Real-Time Evaluation of Norway’s International Climate and Forest Initiative : Contributions to National REDD+ Processes 2007-2010,,Evaluering,5ddcce99-4559-43c9-9365-0b6fc3e89913,eng,2010,Underveisevaluering,Internasjonalt,Evalueringsrapport,18/2010,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,,121644
Evaluation of Fredskorpset,https://www.norad.no/om-bistand/publikasjon/2009/evaluation-of-fredskorpset/,Evaluering,5de91f49-9b1b-40dd-a946-8a1efbe3ff1e,eng,2009,Etterevaluering,Likestilling,Evalueringsrapport,feb.06,Intervju,Dokumentstudier,,,,,283146
Miljøteknologi,,Evaluering,5dff64e4-2b78-4215-9842-575cc129596d,nob,2009,Samfunnsøkonomisk analyse,Miljø,Menon-publikasjon,7,Intervju,,,,,,261540
Finansiering av offentlig infrastruktur i utbyggingsområder,,Evaluering,5e0533e0-bbdc-4665-94ba-8d9b087413bb,nob,2018,Samfunnsøkonomisk analyse,Bolig og eiendom,Rapport,36/2018,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,497990
Evaluering av regionale miljøprogram i jordbruket,,Evaluering,5e1c2be0-b1cd-4e12-a0c5-edc080beaa5b,nno,2008,Etterevaluering,"Mat, fisk og landbruk",Rapport,03.aug,Spørreskjema,Dokumentstudier,,,,"Spørreskjema til alle Fylkesmannens landbruksavdelinger, spørreskjema til alle landets kommuner, Intervju og fokusgrupper i 4 utvalgte fylker (case-studier), dokumentstudier mht RMP-arbeid",381060
Riksrevisjonens undersøkelse av planlegging og oppfølging av store veganlegg i Statens vegvesen,,Riksrevisjonsrapport,5e77eee2-a6a4-4eb9-9237-dd959bc3e06c,nob,2002,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:3 (2002-2003),Intervju,Dokumentstudier,,,,,212773
Globalisering og boligpolitikk,,Evaluering,5e7d202d-ef49-47cb-b232-e908974709e8,nob,2011,Underveisevaluering,Bolig og eiendom,NIBR-rapport,2011-18,Intervju,Dokumentstudier,,,,,288937
Villreinnemndene,,Evaluering,5e8dc427-57e0-46a1-af5e-f32f6c06d4d9,nob,2011,Tidsuavhengig evaluering,Miljø,ØF-rapport,nov.11,Observasjon,,,,,,288686
Information between European countries regarding persons excluded from refugee status in accordance with Article 1F Refugee Convention,,Evaluering,5ea5e635-713f-4a24-acb2-af15cc358351,eng,2015,Underveisevaluering,Innvandring og inkludering,,,Intervju,Spørreskjema,Dokumentstudier,,,,261295
Mer må til,,Evaluering,5ece47c4-47a9-4c3c-9a94-4b29a91b4a4a,nob,2012,Tidsuavhengig evaluering,Helse og omsorg,NIBR-rapport,29/2012,Intervju,Dokumentstudier,,,,,132854
Miljøteknologi,,Evaluering,5ed5ba5f-70ec-4e16-9476-e0349f621d7f,nob,2011,Underveisevaluering,Energi,,,Dokumentstudier,,,,,,209497
"Riksrevisjonens undersøkelse vedrørende Statsbyggs rehabilitering av Det Kongelige Slott, Regjeringens representasjonsbolig i Parkveien 45 og Stiftsgården i Trondheim",,Riksrevisjonsrapport,5efb6405-9a31-4e73-9545-4987a42dbe11,nob,2001,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:7 (2000-2001),Dokumentstudier,,,,,,260781
Blåskjelloffensiven 2008,,Evaluering,5f024ffe-d282-4b51-9c20-ad374c6fb320,nob,2009,Etterevaluering,"Mat, fisk og landbruk",,,Spørreskjema,Observasjon,,,,,127172
Egen bolig - også når helsa svikter?,,Evaluering,5f0963e4-df68-473d-ab6b-7b96f5661795,nob,2006,Tidsuavhengig evaluering,Bolig og eiendom,SINTEF rapport,A06017,Intervju,Spørreskjema,Observasjon,,,,375487
Langtidseffektar av nasjonale utviklingsprogram,,Evaluering,5f33baf9-e646-4936-ac38-9e2196642856,nno,2011,Etterevaluering,Kommuner og distrikter,NIBR-rapport,2011:17:00,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,"Strategisk utvalg av kommunar, livsløpsanalyse, strategisk utvalg for survey, personlige intervjuer og telefonintervjuer",323468
Skole-til-jobb-overganger for ungdom uten fullført videregående skole. Langsiktige konsekvenser og heterogene effekter,,Evaluering,5f33bb61-5aa0-4a1a-9601-4e07f4ad1ea1,nob,2016,Tidsuavhengig evaluering,Arbeid og velferd,,,Dokumentstudier,Statistikk,,,,,68018
Reguleringen av pengeoverføringer fra Norge,,Evaluering,5f4d02b0-33bc-453f-8c48-8e19cf20e9e5,nob,2008,Underveisevaluering,Offentlig forvaltning,,,Dokumentstudier,Observasjon,,,,,115770
Forskerrekruttering i Norge,,Evaluering,5f5406ba-611e-4f70-8344-0f6dde6bcb4f,nob,2007,Underveisevaluering,Utdanning og forskning,Rapport,feb.07,Intervju,Statistikk,,,,,180633
Innsats mot utkastelser - fra lovende forsøk til effektiv rutine?,,Evaluering,5f71243e-5303-4d33-accd-99df1244bb1f,nob,2011,Underveisevaluering,Arbeid og velferd,NOVA notat,mar.11,Dokumentstudier,Statistikk,Observasjon,,,,117238
Evaluering av politirådene,,Evaluering,5f890834-cdd9-46ee-9912-96eb039dcc2c,nob,2012,Underveisevaluering,Lov og rett,,,Spørreskjema,Dokumentstudier,,,,,102229
Riksrevisjonens undersøkelse av medisinsk-teknisk utstyr i sykehus,,Riksrevisjonsrapport,5f9ca4c6-99fd-4fb0-a390-44d0ae42e97f,nob,2006,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:6 (2005-2006),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,149497
Vurdering av gjennomførte prosjekter på norsk sokkel,,Evaluering,5f9e4592-026f-40e0-b62d-2ab20430584f,nob,2013,Etterevaluering,Energi,,,Dokumentstudier,,,,,,98518
Effects of proposed ship routeing off the Norwegian coast. part 2 Utsira - Oslo fjord. Konsekvenser av forslag til ny farled utenfor norskekysten. Del 2 Utsira - Oslofjorden.,,Evaluering,5fa0cf70-7944-4d40-93cd-2bc7d950c302,eng,2009,Samfunnsøkonomisk analyse,Offentlig forvaltning,TØI-rapport,1037/2009,Dokumentstudier,,,,,,271862
Visitor’s visas in connection with family visits,,Evaluering,5fb8f880-f3f7-4bec-b6f5-a0eb2c241ed7,eng,2007,Underveisevaluering,Innvandring og inkludering,,,Intervju,Dokumentstudier,Observasjon,,,,159595
Evaluation of Norwegian Development Co-operation in the Fisheries Sector,,Evaluering,5fd49750-4936-4825-9049-63f7c960d03a,eng,2008,Etterevaluering,Internasjonalt,,,Intervju,Dokumentstudier,,,,,314676
Evaluering av tilskuddsordning for bredbåndsutbygging i Norge,,Evaluering,60358cf8-0f36-44f8-87c2-23d8c84c5560,nob,2017,Etterevaluering,Transport og kommunikasjon,,,Intervju,Dokumentstudier,,,,,263407
Analyse av sysselsettingseffekten av Tiltakspakken,,Evaluering,60447e98-2bc8-4d95-8a05-bd7dc50bbb6e,nob,2010,Etterevaluering,Energi,,,Intervju,Dokumentstudier,,,,,94653
Verdsetting av miljørelatert velferdstap ved oljeutslipp fra skip,,Evaluering,604ad11b-3af5-4f98-8e06-d3e05f98cf5f,nob,2016,Samfunnsøkonomisk analyse,Miljø,Rapport,2016/22,Spørreskjema,Dokumentstudier,Statistikk,,,,233641
Følgeevaluering av områdeløft i Groruddalssatsingen,,Evaluering,604d194d-31fe-48d3-92a1-299e7b7cbecf,nob,2011,Etterevaluering,Bolig og eiendom,Econ-rapport,2011-002,Intervju,Dokumentstudier,,,,,221597
Industrielt om gastronomi,,Evaluering,6056d39e-ea06-4dff-a542-a60d018f8ed1,nob,2010,Etterevaluering,Næringsliv,,,Intervju,Spørreskjema,Dokumentstudier,,,,120510
Effekten av aktivitetstilbud på eldresenter,,Evaluering,606e72de-387a-41ca-b139-a2ed076a68ea,nob,2011,Tidsuavhengig evaluering,Helse og omsorg,Rapport fra Kunnskapssenteret,jul.11,Dokumentstudier,,,,,,180940
Bruk av opplæringstiltak for personer med nedsatt arbeidsevne,,Evaluering,60760686-0d59-4589-966e-91abd34e28a7,nob,2012,Tidsuavhengig evaluering,Arbeid og velferd,Proba-rapport,nov.12,Intervju,Dokumentstudier,Statistikk,,,,58108
Riksrevisjonens undersøkelse av ordningen med rett til fritt sykehusvalg,,Riksrevisjonsrapport,60767f8b-5e3d-4346-815e-55bfa5862fd3,nob,2011,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:3 (2011-2012),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,201369
Urban background levels of dioxin and PCB in Oslo,,Evaluering,607ad6ac-524d-4b46-831f-68bd71c92a14,eng,2008,Tidsuavhengig evaluering,Miljø,NILU OR,81/2008,Dokumentstudier,Observasjon,,,,,104242
Kvalitetssikring av EFFEKT-programmet : tilleggsoppdrag: vurdere om det er tilrådelig å videreføre programmet slik som angitt i statsbudsjettet 2009,,KVU/KS1/KS2,607bf31f-90a6-4f16-a7b9-ed7451dedee3,nob,2009,Samfunnsøkonomisk analyse,Innvandring og inkludering,,,Intervju,Dokumentstudier,,,,,51484
Enklere saksbehandling? Evaluering av brukernes oppfatning av prosjektet ,,Evaluering,60910a0b-4162-49ef-837c-ee8f408d0cca,nob,2005,Etterevaluering,"Mat, fisk og landbruk",Arbeidsrapport,172/2005,Intervju,Spørreskjema,,,,"Evalueringen er basert på en spørreskjemaundersøkelse, samt telefonintervjuer med et utvalg fiskeoppdrettere. Spørreskjemaet ble utformet i samarbeid med Fiskeridirektoratet region Trøndelag",NULL
Infrastruktur gjør forskjell,,Evaluering,60ab74aa-4fb8-480e-85b9-fc3f461d021d,nob,2010,Forhåndsevaluering,Næringsliv,,,Intervju,Dokumentstudier,Statistikk,,,,404872
Samfunnsøkonomiske vurderinger av godsbilstørrelser i bysentrum,,Evaluering,60ac746a-7ac2-4275-894f-2ce1a4220877,nob,2011,Samfunnsøkonomisk analyse,Transport og kommunikasjon,TØI-rapport,1182/2011,Statistikk,,,,,Nytte-kostnadsanalyse,233002
Riksrevisjonens undersøkelse av fagopplæring i bedrift,,Riksrevisjonsrapport,60c7f59f-f2d3-4817-ad0f-0faa9d52f4c3,nob,2012,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:6 (2012-2013),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,184230
Hatten av! En analyse av prosjektlederrollen i lokale samfunnsutviklingsprosjekter,,Evaluering,60d5ab0c-b847-4bc6-a410-708fd7b00156,nob,2010,Samfunnsøkonomisk analyse,Kommuner og distrikter,Rapport,02.okt,Intervju,,,,,,95884
Læringsmiljø og pedagogisk analyse,,Evaluering,60e66d26-fe98-4e5d-aa19-c03911d24699,nob,2005,Etterevaluering,Utdanning og forskning,NOVA-rapport,19.mai,Intervju,Spørreskjema,,,,,408107
Konseptvalgutredning,,KVU/KS1/KS2,60fdb787-5cc2-4f66-b31b-fec08f599511,nob,2011,Forhåndsevaluering,Transport og kommunikasjon,,,Dokumentstudier,Statistikk,Observasjon,,,,157313
Review of Forsvarets Forskningsinstitutt Division Electronics (FFIE),,Evaluering,6100c6bf-f7be-4391-9570-7b1719daf23e,eng,2000,Tidsuavhengig evaluering,Utdanning og forskning,,,Intervju,,,,,,NULL
Riksrevisjonens undersøkelse av Klima- og miljødepartementets arbeid med å sikre godt vannmiljø og bærekraftig bruk av vannressursene,,Riksrevisjonsrapport,6101bf02-724c-41cf-81eb-d14796563e27,nob,2016,Etterevaluering,Konstitusjonelle organer ,Riksrevisjonens administrative rapporter,"1,441666667",Intervju,Dokumentstudier,,,,,202358
Følgeevaluering av Forskningsløft i nord,,Evaluering,6105c3f6-1fa0-48d6-b01e-d837e420e1d3,nob,2013,Etterevaluering,Kommuner og distrikter,,,Intervju,Spørreskjema,Dokumentstudier,,,,97061
Naturfaglige registreringer i forbindelse med vern av skog på Statskog SFs eiendommer,,Evaluering,611c3c47-13eb-4183-93eb-ea7449ab8e07,nob,2006,Underveisevaluering,Miljø,NINA rapport,151,Observasjon,,,,,,683014
Bruk av tospråklighetsmidlene ,,Evaluering,612515a6-62ba-49e2-89ff-c31d163b5a75,nob,2009,Etterevaluering,Offentlig forvaltning,,,Intervju,Spørreskjema,Dokumentstudier,,,,165024
Riksrevisjonens undersøkelse av integrering av likestilling i norsk bistand til Nicaragua og Uganda,,Riksrevisjonsrapport,6130e7bd-a25d-49bd-b70b-26bdf6dc16e4,nob,2006,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:11 (2005-2006),Intervju,Dokumentstudier,Observasjon,,,,261676
Konseptvalgutredning for hovedvegsystemet i Moss og Rygge,,KVU/KS1/KS2,6133a8e3-2abc-445a-8420-58e01dde343e,nob,2012,Forhåndsevaluering,Transport og kommunikasjon,,,Dokumentstudier,Statistikk,Observasjon,,,,238728
Ung Nett : et FARVE-finansiert prosjekt ved Durapart AS,,Evaluering,6133e57b-9ea9-4b6c-98cf-b7e1a47a1806,nob,2010,Etterevaluering,Arbeid og velferd,,,Intervju,Dokumentstudier,Observasjon,,,,93057
Hvordan ivaretas storulykkesrisiko på strategisk nivå i petroleumsnæringen?,,Evaluering,6144cfdf-73ac-4815-b6e4-da30a704c734,nob,2012,Forhåndsevaluering,Arbeid og velferd,,,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,"Litteraturstudie, Kvalitative intervjuer",164707
Kvalitetsreformen mellom undervisning og forskning,,Evaluering,61699887-a356-48af-8a55-ed4c3e4032b6,nob,2006,Underveisevaluering,Utdanning og forskning,,,Intervju,Spørreskjema,Dokumentstudier,,,,311770
Kompetansevekst i spenning - norsk dokumentasjon rundt og norske erfaringar med Norad stipendprogram,,Evaluering,616bcd60-3bbc-4f54-a5f6-b65d2c901bfa,nno,2004,Underveisevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,,,,,NULL
Women can do it - an evaluation of the WCDI programme in the Western Balkans,https://www.norad.no/om-bistand/publikasjon/2009/women-can-do-it---an-evaluation-of-the-wcdi-programme-in-the-western-balkans/,Evaluering,616fdd60-721b-447e-a419-b4adc22a4d26,eng,2009,Etterevaluering,Internasjonalt,Evalueringsrapport,feb.05,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,,256257
Statsvitenskaplig forskning i Norge,,Evaluering,6176b6fd-cc89-4401-819d-9b6191fb14ee,nob,2002,Etterevaluering,Utdanning og forskning,,,Dokumentstudier,Observasjon,,,,,289236
Basiskompetanse i arbeidslivet (BKA) – en oppsummering av dokumenterte effekter,,Evaluering,61849120-4a93-4afe-98f0-b39d7cedd46f,nob,2014,Tidsuavhengig evaluering,Utdanning og forskning,Notat,13/2014,Dokumentstudier,,,,,Litteraturgjennomgang,NULL
Evaluering av BIA,,Evaluering,61908fb4-d00f-4c4f-b4cc-79d9f9a193dd,nob,2017,Underveisevaluering,Utdanning og forskning,,,Dokumentstudier,,,,,,96061
Brukerundersøkelse 2012,,Evaluering,61bcf0cb-e1ee-4d23-b2c7-c3e3b1801a56,nob,2013,Etterevaluering,Bolig og eiendom,,,Spørreskjema,,,,,,NULL
Evaluering av arbeidet med ulykkesanalysegrupper i Statens vegvesen,,Evaluering,61bfca22-e6d3-4d36-b1a4-67f9404016e9,nob,2008,Etterevaluering,Transport og kommunikasjon,SINTEF rapport,A3822,Intervju,Spørreskjema,Dokumentstudier,,,,191153
Evaluering av NCE-programmet,,Evaluering,61ce312c-0de5-4be4-8068-adcf6cc1c2e2,nno,2006,Underveisevaluering,Næringsliv,Econ-rapport,36/2011,Intervju,Spørreskjema,Dokumentstudier,,,,176588
Brukerfinansiering i Luftfartstilsynet,,Evaluering,61d0adf0-2ad8-476c-bc2c-f7d70de4655e,nob,2013,Tidsuavhengig evaluering,Transport og kommunikasjon,Rapport,2013:11:00,Dokumentstudier,,,,,Kombinasjon av juridisk og økonomisk tilnærming,150329
Arbeidsmiljøtiltak i bussbransjen,,Evaluering,61d8ee66-93e0-4818-8b66-44f2651925c3,nob,2007,Underveisevaluering,Arbeid og velferd,TØI-rapport,908/2007,Intervju,Spørreskjema,Observasjon,,,Metodetriangulering,349980
"Bostøtte, marginalpriser og flytting",,Evaluering,61ee4092-7d0a-489b-b6bd-57eb2409be10,nob,2012,Tidsuavhengig evaluering,Bolig og eiendom,,,Dokumentstudier,Statistikk,,,,,24271
Organisering av trafikksikkerhetsarbeidet i Statens vegvesens fem regioner,,Evaluering,61f127a6-bd90-4e63-b140-891a54d54874,nob,2006,Etterevaluering,Transport og kommunikasjon,TØI-rapport,831/2006,Intervju,Dokumentstudier,,,,,440668
Resultatmåling av brukerstyrt forskning 2016,,Evaluering,61f853f0-1c99-455a-9967-87e048fc65cc,nob,2018,Underveisevaluering,Utdanning og forskning,Rapport,1805,Intervju,Spørreskjema,,,,,199609
Aldersforskjeller i bilføreres oppfattelse av faresituasjoner,,Evaluering,61f97f9c-f5a5-498d-aa60-9169aba35328,nob,2009,Etterevaluering,Transport og kommunikasjon,TØI-rapport,1015/2009,Observasjon,,,,,,51832
Samfunnsøkonomisk analyse av tiltak i Tromvik fiskerihavn,,Forhåndsutredning,621ef1ea-76d0-4857-bd14-219b8f8d38b3,nob,2015,Samfunnsøkonomisk analyse,"Mat, fisk og landbruk",Rapport,2015/26,Intervju,Statistikk,,,,,102499
Evaluering av Statens naturoppsyn,,Evaluering,6221e47f-b659-4ede-8c07-269af3e2ae43,nob,2005,Tidsuavhengig evaluering,"Kultur, fritid og livssyn",NIBR-rapport,2005:05:00,Intervju,Observasjon,,,,,403524
Evaluation of the framework agreement between the Government of Norway and the United Nations Environment Programme (UNEP),https://www.norad.no/om-bistand/publikasjon/2009/evaluation-of-the-framework-agreement-between-the-government-of-norway-and-the-united-nations-environment-programme-unep/,Evaluering,625f99ba-1bdb-46a1-af08-25521867cd66,eng,2009,Etterevaluering,Internasjonalt,Evalueringsrapport,apr.05,Intervju,Spørreskjema,Dokumentstudier,,,,221577
Kartlegging av hendelser og ulykker som medfører skade på barn i barnehage,,Evaluering,6286951e-e607-40cd-bbf0-4277d87756ec,nob,2013,Tidsuavhengig evaluering,Utdanning og forskning,,,Intervju,Spørreskjema,,,,,173599
Barnevernet i Oslo og Bergen,https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/barnevernet-i-oslo-og-bergen,Ukategorisert,62bcc5a9-9c7a-4113-bbf1-eee4c1454372,nob,2007,Underveisevaluering,Familie og oppvekst,Fafo-rapport,nov.07,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,407259
Mid-term Review of the Contract between the Norwegian Ministry of Foreign Affairs and Mimeta 2014-2016,,Evaluering,62bffb63-fb0e-4e88-890f-586bf6b1b492,eng,2015,Underveisevaluering,"Kultur, fritid og livssyn",,,Intervju,Spørreskjema,Dokumentstudier,,,"Dokumentanalyse, landstudie (case), intervjuer",157467
"Evaluering av ""Kunnskapsløftet – fra ord til handling""",,Evaluering,62c7f2fc-c416-4458-8728-86b572de96ed,nob,2007,Underveisevaluering,Utdanning og forskning,FAFO-notat,2007:23:00,Dokumentstudier,,,,,,113396
Konkurranseutsetting av revisjonstjenester i kommuner og fylker,,Evaluering,62cc16ed-72f1-4c79-a974-411c0a1fa595,nob,2006,Tidsuavhengig evaluering,Offentlig forvaltning,Prosjektrapport,mar.06,Intervju,Dokumentstudier,,,,,119271
Evaluering,,Evaluering,62db0e06-2c8d-4221-a984-afd797910f73,nob,2009,Underveisevaluering,Arbeid og velferd,Econ-rapport,2009-051,Intervju,Spørreskjema,Dokumentstudier,,,Henholdsvis strategisk og tilfeldig utvalgsmetode i intervju og spørreundersøkelsen. Telefonintervju.,146516
"Riksrevisjonens kontroll med statsrådens (departementets) forvaltning av statens interesser i selskaper, banker, mv. for 1997",,Riksrevisjonsrapport,62e10560-8ac4-44ac-92e8-4c92e2e8ff08,nob,1998,Etterevaluering,Konstitusjonelle organer ,Dokument,nr. 3:2 (1998-1999),Dokumentstudier,Observasjon,,,,,141067
Frivillig sektor som integreringsarena,,Evaluering,62fded0b-7a5d-4aab-a71b-4531cbcf482e,nob,2011,Underveisevaluering,Innvandring og inkludering,Rapport,aug.11,Intervju,Spørreskjema,Dokumentstudier,,,"Kvalitative intervjuer med representanter for hver av de seks organisasjonene og IMDi, 8 casestudier av lokallag med prosjekter relatert til avtalene, Spørreskjemaundersøkelse til 2 utvalgte lokallag – hhv. innenfor- og utenfor avtalen, Dokumentgjennomgang.",380902
Riksrevisjonens undersøkelse av arbeids- og velferdsetatens oppfølging av sykmeldte,,Riksrevisjonsrapport,6319e03e-b549-4daf-94f4-f4ff98192c18,nob,2011,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:5 (2010-2011),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,250891
Forebygging av bruk av fysisk straff i oppdragelsen : nett- og telefontjenester,,Evaluering,631ee76b-6555-4d5a-97d4-b00d2670a36a,nob,2007,Tidsuavhengig evaluering,Familie og oppvekst,NOVA Skriftserie,feb.07,Intervju,Dokumentstudier,,,,Aktuelle netttjenester ble kartlagt etter nettsøk. Mht. telefontjenester valgte forskeren ut de fire mest aktive frivillige organisasjonene.,87825
Personvern og trafikk: Personvernet i intelligente transportsystemer (ITS),https://vegvesen.brage.unit.no/vegvesen-xmlui/handle/11250/2686348,Ukategorisert,63737fa2-8032-47e6-8772-41ba828b59ff,nob,2020,Tidsuavhengig evaluering,Transport og kommunikasjon,SINTEF rapport,A10670 ,Dokumentstudier,,,,,,279604
